STEAM PLANT PRODUCTION							
January-05							
							
DAY	GAS      (MCF)	STEAM        (K LB/HR)	OIL          (GAL)	MAKE-UP WATER (GAL)	DOMESTIC WATER  (GAL)	LOOP    (GAL)	TOWER (GAL)
1	482	453	0	"2,700"	"29,687"	10	0
2	610	568	0	"3,330"	"95,521"	20	0
3	743	661	0	"3,820"	"123,425"	30	0
4	758	668	0	"3,740"	"137,876"	20	0
5	838	735	0	"4,020"	"114,464"	20	0
6	841	736	0	"4,000"	"147,053"	20	0
7	716	626	0	"3,320"	"130,938"	30	0
8	688	602	0	"3,230"	"107,959"	10	0
9	649	564	0	"3,770"	"102,868"	20	0
10	794	658	0	"3,360"	"171,942"	20	0
11	702	596	0	"3,340"	"108,894"	30	0
12	365	513	"1,775"	"3,610"	"137,604"	20	0
13	0	699	"5,655"	"6,380"	"131,878"	20	0
14	0	833	"6,713"	"7,070"	"141,326"	20	0
15	0	800	"6,453"	"7,630"	"123,241"	10	0
16	0	794	"6,334"	"8,150"	"102,274"	40	0
17	0	832	"6,714"	"7,260"	"145,394"	20	0
18	511	666	"1,838"	"4,720"	"165,765"	20	0
19	705	595	0	"4,000"	"123,337"	30	0
20	690	580	0	"4,460"	"124,432"	30	0
21	682	576	0	"4,860"	"129,066"	20	0
22	702	599	0	"5,010"	"122,471"	30	0
23	711	605	0	"3,700"	"132,458"	30	0
24	616	509	0	"3,690"	"112,382"	30	0
25	552	466	0	"3,430"	"136,970"	20	0
26	627	534	0	"3,540"	"137,996"	30	0
27	709	609	0	"3,510"	"137,487"	40	0
28	620	532	0	"3,030"	"145,534"	20	0	
29	583	502	0	"2,860"	"130,205"	20	0	
30	547	469	0	"2,830"	"165,174"	10	0	
31	549	471	0	"2,940"	"137,973"	30	0	
TOTAL	"16,990"	"19,051"	"35,482"	"131,310"	"3,953,594"	720	0	
February-05								
								
DAY	GAS      (MCF)	STEAM        (K LB/HR)	OIL          (GAL)	MAKE-UP WATER (GAL)	DOMESTIC WATER  (GAL)	LOOP    (GAL)	TOWER (GAL)	
1	533	456	0	"3,010"	"138,022"	30	0	
2	516	440	0	"3,110"	"137,442"	30	0	
3	497	423	0	"3,010"	"130,751"	610	0	
4	483	411	0	"2,520"	"141,097"	540	0	
5	415	354	0	"1,990"	"124,240"	40	0	
6	551	470	0	"2,770"	"78,909"	50	0
7	665	570	0	"3,710"	"120,377"	120	0
8	692	565	0	"3,800"	"134,429"	20	0
9	650	583	0	"3,830"	"131,212"	10	0
10	616	525	0	"2,930"	"121,674"	0	0
11	543	462	0	"2,580"	"139,429"	10	0
