STEAM PLANT PRODUCTION							
January-04							
							
DAY	GAS      (MCF)	STEAM        (K LB/HR)	OIL          (GAL)	MAKE-UP WATER (GAL)	DOMESTIC WATER  (GAL)	LOOP    (GAL)	TOWER (GAL)
1	472	507	0	"4,130"	"26,011"	"1,590"	0
2	522	577	0	"3,660"	"72,803"	"1,450"	0
3	653	600	0	"3,710"	"36,575"	"1,750"	0
4	758	653	0	"3,410"	"101,015"	"2,020"	0
5	268	818	"4,829"	"5,960"	"148,012"	"1,950"	0
6	0	783	"6,167"	"6,900"	"140,524"	"1,930"	0
7	457	679	"2,319"	"4,820"	"126,048"	"1,880"	0
8	748	645	0	"3,300"	"152,549"	"1,580"	0
9	830	718	0	"4,540"	"163,803"	"2,230"	0
10	580	510	0	"2,680"	"102,976"	"1,630"	0
11	547	475	0	"2,050"	"135,476"	"1,420"	0
12	649	570	0	"3,460"	"142,660"	"1,780"	0
13	674	585	0	"3,280"	"143,974"	"1,910"	0
14	630	546	0	"3,450"	"141,400"	"1,970"	0
15	482	423	0	"2,960"	"143,405"	"1,710"	0
16	614	534	0	"4,040"	"139,148"	"2,000"	0
17	603	522	0	"3,780"	"133,760"	"1,720"	0
18	295	732	"4,058"	"5,150"	"122,364"	"2,030"	0
19	0	791	"6,246"	"7,250"	"163,588"	"2,060"	0
20	279	650	"3,219"	"5,790"	"149,489"	"1,980"	0
21	204	616	"4,021"	"7,830"	"146,885"	"1,950"	0
22	0	839	"6,326"	"9,250"	"146,542"	"2,050"	0
23	0	704	"3,626"	"9,120"	"138,760"	"1,340"	0
24	0	684	"4,465"	"8,640"	"136,456"	940	0
25	475	634	"1,795"	"6,710"	"136,229"	920	0
26	733	626	0	"5,940"	"143,681"	970	0
27	321	790	"3,757"	"6,980"	"162,253"	"1,100"	0
28	0	839	"6,758"	"8,460"	"147,602"	"1,170"	0	
29	0	880	"7,144"	"8,130"	"141,476"	"1,100"	0	
30	0	942	"6,915"	"8,390"	"148,694"	"1,160"	0	
31	0	745	"6,266"	"7,240"	"126,784"	"1,050"	0	
TOTAL	"11,794"	"20,617"	"77,911"	"171,010"	"4,060,942"	"50,340"	0	
February-04								
								
DAY	GAS      (MCF)	STEAM        (K LB/HR)	OIL          (GAL)	MAKE-UP WATER (GAL)	DOMESTIC WATER  (GAL)	LOOP    (GAL)	TOWER (GAL)	
1	0	623	"5,225"	"6,920"	"118,950"	"1,030"	0	
2	0	587	"4,946"	"6,620"	"159,001"	"1,020"	0	
3	0	727	"6,033"	"6,670"	"152,860"	"1,030"	0	
4	0	659	"5,962"	"6,880"	"146,475"	"1,020"	0	
5	451	672	"2,009"	"5,210"	"155,909"	"1,250"	0	
6	673	575	0	"4,080"	"146,840"	"1,070"	0
7	684	587	0	"5,460"	"133,254"	670	0
8	754	642	0	"3,740"	"112,727"	"1,000"	0
9	720	619	0	"4,940"	"157,254"	680	0
10	679	615	341	"4,500"	"145,723"	"1,100"	0
11	639	552	0	"4,970"	"150,696"	760	0
12	725	623	0	"6,510"	"146,874"	670	0
13	714	612	0	"4,150"	"135,036"	780	0
14	701	604	0	"4,420"	"128,648"	660	0
15	803	691	0	"4,690"	"142,727"	"1,020"	0
16	721	619	0	"4,550"	"157,610"	"1,050"	0
17	678	585	0	"4,010"	"146,180"	820	0
18	551	476	0	"3,710"	"167,410"	930	0
19	522	450	0	"3,340"	"154,717"	390	0
20	559	469	0	"3,990"	"141,363"	670	0
21	545	470	0	"3,760"	"142,991"	630	0
22	523	451	0	"3,420"	"140,654"	600	0
23	543	462	0	"3,530"	"148,745"	650	0
24	534	460	0	"3,250"	"157,808"	700	0
25	560	483	0	"4,560"	"141,176"	780	0
26	555	479	0	"3,570"	"161,412"	"1,100"	0
27	536	462	0	"3,820"	"156,659"	930	0
28	480	416	0	"3,550"	"113,059"	710	0
29	457	392	0	"3,480"	"143,460"	660	0
							
							
TOTAL	"15,307"	"16,062"	"24,516"	"132,300"	"4,206,218"	"24,380"	0
March-04							
							
DAY	GAS      (MCF)	STEAM        (K LB/HR)	OIL          (GAL)	MAKE-UP WATER (GAL)	DOMESTIC WATER  (GAL)	LOOP    (GAL)	TOWER (GAL)
1	483	412	0	"3,320"	"155,932"	700	0
2	522	451	0	"3,630"	"128,147"	880	0
3	527	460	0	"3,600"	"141,544"	"1,050"	0
4	548	476	0	"3,750"	"159,146"	"1,390"	0
5	596	514	0	"4,960"	"142,471"	880	0
6	490	404	0	"3,100"	"142,379"	"1,090"	0
7	477	394	0	"3,030"	"142,065"	710	0
8	532	447	0	"3,750"	"122,152"	"1,080"	0
9	534	459	0	"4,170"	"158,091"	"1,230"	0
10	505	442	0	"2,970"	"139,248"	"1,110"	0
11	726	624	0	"3,950"	"152,412"	"1,530"	0
12	660	572	0	"3,520"	"138,284"	"1,930"	0
13	529	456	0	"3,520"	"138,370"	"1,630"	0
14	557	481	0	"3,410"	"123,960"	"1,470"	0
15	582	507	0	"3,540"	"104,282"	"1,880"	0
16	516	448	0	"3,720"	"82,748"	"1,840"	0
17	455	392	0	"2,810"	"44,544"	950	0
18	455	393	0	"2,650"	"30,559"	"1,120"	0
19	406	349	0	"2,600"	"49,622"	"1,060"	0
20	432	373	0	"2,500"	"26,746"	970	0
21	489	431	0	"3,330"	"39,537"	"1,040"	0
22	469	413	0	"3,260"	"32,006"	"1,190"	0
23	417	359	0	"3,050"	"43,242"	170	0
24	330	283	0	"3,260"	"29,423"	190	0
25	271	252	0	"4,780"	"50,603"	230	0
26	277	237	0	"2,540"	"50,117"	210	0
27	270	214	0	"1,900"	"32,257"	210	0
28	342	281	0	"1,930"	"112,534"	230	0
29	437	385	0	"3,140"	"124,091"	240	0
30	485	428	0	"2,640"	"141,844"	230	0
31	473	416	0	"2,670"	"141,573"	820	0
TOTAL	"14,792"	"12,753"	0	"101,000"	"3,119,929"	"29,260"	0
April-04							
							
DAY	GAS      (MCF)	STEAM        (K LB/HR)	OIL          (GAL)	MAKE-UP WATER (GAL)	DOMESTIC WATER  (GAL)	LOOP    (GAL)	TOWER (GAL)
1	457	394	0	"2,840"	"132,241"	100	0
2	399	345	0	"2,920"	"139,438"	100	0
3	396	333	0	"2,420"	"140,168"	90	0
4	420	356	0	"2,370"	"85,265"	40	0
5	372	312	0	"3,170"	"165,011"	80	0
6	292	239	0	"2,460"	"132,786"	140	0
7	347	285	0	"2,880"	"139,042"	210	0
8	349	293	0	"4,160"	"141,275"	90	0
9	420	360	0	"4,180"	"134,825"	120	0
10	460	402	0	"3,000"	"127,897"	60	0
11	448	389	0	"2,590"	"110,435"	90	0
12	470	413	0	"3,430"	"141,138"	140	0
13	412	353	0	"3,040"	"175,327"	"1,650"	0
14	343	288	0	"7,160"	"138,504"	"1,190"	0
15	290	237	0	"2,560"	"175,166"	"2,820"	"11,570"
16	279	237	0	"2,080"	"145,048"	"1,060"	"12,750"
17	283	229	0	"2,580"	"139,639"	10	"11,000"
18	242	191	0	"2,000"	"147,475"	10	"17,730"
19	346	284	0	"2,150"	"144,782"	220	"5,670"
20	392	327	0	"1,840"	"161,991"	160	"5,260"
21	372	318	0	"1,790"	"157,827"	10	"5,270"
22	394	196	0	"2,160"	"146,447"	10	"7,550"
23	367	310	0	"2,970"	"153,647"	40	"11,110"
24	383	327	0	"2,480"	"138,891"	10	"7,500"
25	381	322	0	"2,840"	"145,348"	10	"7,170"
26	465	361	0	"3,580"	"188,174"	10	"6,480"
27	417	337	0	"3,280"	"139,641"	10	"8,910"
28	285	236	0	"2,270"	"161,809"	10	"34,270"
29	340	288	0	"2,930"	"167,164"	20	"16,060"
30	317	369	0	"3,160"	"162,890"	10	"7,880"
TOTAL	"11,138"	"9,331"	0	"87,290"	"4,379,291"	"8,520"	"176,180"
							
May-04							
							
DAY	GAS      (MCF)	STEAM        (K LB/HR)	OIL          (GAL)	MAKE-UP WATER (GAL)	DOMESTIC WATER  (GAL)	LOOP    (GAL)	TOWER (GAL)
1	368	328	0	"3,450"	"114,003"	10	"6,950"
