STEAM PLANT PRODUCTION							
January-03							
							
DAY	GAS      (MCF)	STEAM        (K LB/HR)	OIL          (GAL)	MAKE-UP WATER (GAL)	DOMESTIC WATER  (GAL)	LOOP    (GAL)	TOWER (GAL)
1	541	470	0	"2,570"	"64,802"	400	0
2	677	576	0	"3,430"	"74,558"	430	0
3	663	564	0	"3,160"	"148,212"	280	0
4	557	479	0	"2,240"	"96,128"	400	0
5	537	464	0	"2,350"	"128,430"	400	0
6	608	528	0	"3,130"	"142,508"	390	0
7	490	426	0	"2,630"	"138,327"	320	0
8	472	406	0	"2,810"	"135,242"	340	0
9	596	513	0	"3,270"	"140,371"	510	0
10	730	633	0	"3,610"	"160,676"	400	0
11	783	682	0	"3,200"	"97,827"	350	0
12	675	592	0	"2,460"	"130,056"	450	0
13	824	710	0	"3,880"	"143,041"	450	0
14	869	750	0	"3,800"	"133,672"	460	0
15	883	760	0	"3,860"	"132,211"	390	0
16	735	637	0	"3,060"	"140,518"	360	0
17	811	694	0	"4,010"	"147,440"	430	0
18	772	659	0	"3,810"	"129,385"	420	0
19	748	639	0	"3,240"	"131,045"	420	0
20	810	694	0	"3,410"	"136,757"	420	0
21	320	750	"3,673"	"4,930"	"181,157"	420	0
22	1	717	"5,568"	"6,670"	"137,176"	420	0
23	0	803	"5,285"	"6,450"	"135,370"	430	0
24	489	734	"2,628"	"5,260"	"166,309"	440	0
25	312	699	"3,095"	"5,270"	"120,478"	470	0
26	0	804	"6,028"	"5,420"	"152,195"	390	0
27	11	693	"5,311"	"5,610"	"157,797"	420	0
28	689	594	0	"3,130"	"151,924"	410	0	
29	785	680	0	"4,100"	"150,561"	420	0	
30	644	558	0	"2,960"	"145,199"	420	0	
31	597	515	0	"2,500"	"146,688"	420	0	
TOTAL	"17,629"	"19,423"	"31,588"	"116,230"	"4,196,060"	"12,680"	0	
February-03								
								
DAY	GAS      (MCF)	STEAM        (K LB/HR)	OIL          (GAL)	MAKE-UP WATER (GAL)	DOMESTIC WATER  (GAL)	LOOP    (GAL)	TOWER (GAL)	
1	541	467	0	"2,470"	"150,467"	430	0	
2	543	468	0	"2,170"	"124,400"	460	0	
3	534	526	0	"2,970"	"168,900"	440	0	
4	248	712	"3,934"	"4,660"	"152,552"	430	0	
5	0	672	"5,361"	"5,660"	"138,128"	430	0	
6	0	745	"5,901"	"5,900"	"146,215"	450	0
7	418	749	"2,565"	"6,530"	"157,403"	440	0
8	759	665	0	"2,010"	"138,141"	430	0
9	774	641	0	"2,740"	"107,628"	400	0
10	920	778	0	"4,220"	"143,280"	490	0
11	820	698	0	"3,360"	"157,766"	420	0
12	898	757	0	"3,340"	"143,617"	470	0
13	678	584	0	"2,950"	"135,388"	380	0
14	722	621	0	"3,600"	"136,815"	430	0
15	763	660	0	"3,430"	"135,761"	430	0
16	759	656	0	"3,010"	"134,804"	430	0
17	689	595	0	"2,950"	"139,182"	420	0
18	667	577	0	"3,530"	"146,008"	460	0
19	624	544	0	"2,870"	"150,300"	410	0
20	507	442	0	"2,390"	"137,163"	500	0
21	577	499	0	"2,680"	"152,325"	240	0
22	662	573	0	"2,980"	"125,115"	270	0
23	764	660	0	"3,620"	"116,839"	250	0
24	286	816	"4,238"	"5,040"	"172,743"	270	0
25	0	744	"5,905"	"5,590"	"140,969"	270	0
26	252	640	"3,395"	"5,570"	"142,022"	280	0
27	647	556	0	"3,260"	"164,045"	280	0
28	610	528	0	"3,010"	"138,586"	270	0
							
							
							
TOTAL	"15,662"	"17,573"	"31,299"	"102,510"	"3,996,562"	"10,880"	0
March-03							
							
DAY	GAS      (MCF)	STEAM        (K LB/HR)	OIL          (GAL)	MAKE-UP WATER (GAL)	DOMESTIC WATER  (GAL)	LOOP    (GAL)	TOWER (GAL)
1	567	493	0	"3,200"	"134,226"	300	0
2	302	649	?	"5,920"	"110,963"	270	0
3	461	648	"2,031"	"4,390"	"163,574"	310	0
4	231	697	"4,059"	"6,000"	"141,580"	290	0
5	374	703	"3,074"	"5,760"	"142,302"	300	0
6	705	605	0	"3,990"	"137,269"	290	0
7	690	593	0	"4,000"	"160,513"	270	0
8	774	663	0	"4,370"	"117,401"	280	0
9	850	718	0	"4,770"	"133,411"	300	0
10	825	704	0	"5,710"	"161,992"	280	0
