Day	Month	Year	DomWater	MakeUpWater	LoopWater	TowerWater	Remainder
12 	 10 	 1997 	 151099 	 2950 	 40 	 18310 	 129799
13 	 10 	 1997 	 214250 	 2980 	 0 	 15840 	 195430
14 	 10 	 1997 	 156568 	 3330 	 0 	 9020 	 144218
15 	 10 	 1997 	 160734 	 1280 	 0 	 7070 	 152384
16 	 10 	 1997 	 224949 	 3180 	 0 	 6350 	 215419
17 	 10 	 1997 	 176060 	 3380 	 0 	 4340 	 168340
18 	 10 	 1997 	 175764 	 3060 	 200 	 4670 	 167834
19 	 10 	 1997 	 132907 	 3220 	 0 	 2670 	 127017
20 	 10 	 1997 	 194135 	 3940 	 0 	 1150 	 189045
21 	 10 	 1997 	 188744 	 4930 	 0 	 0 	 183814
22 	 10 	 1997 	 121817 	 6710 	 20 	 0 	 115087
23 	 10 	 1997 	 216230 	 5010 	 0 	 0 	 211220
24 	 10 	 1997 	 157174 	 5120 	 120 	 0 	 151934
25 	 10 	 1997 	 158996 	 2970 	 0 	 0 	 156026
26 	 10 	 1997 	 155029 	 3180 	 0 	 0 	 151849
27 	 10 	 1997 	 159650 	 5030 	 0 	 0 	 154620
28 	 10 	 1997 	 209767 	 3290 	 0 	 0 	 206477
29 	 10 	 1997 	 150938 	 4670 	 0 	 0 	 146268
30 	 10 	 1997 	 155040 	 3020 	 0 	 0 	 152020
31 	 10 	 1997 	 155980 	 2760 	 0 	 0 	 153220
1 	 11 	 1997 	 161180 	 2520 	 0 	 0 	 158660
2 	 11 	 1997 	 148509 	 2670 	 0 	 0 	 145839
3 	 11 	 1997 	 155001 	 3500 	 0 	 0 	 151501
4 	 11 	 1997 	 158737 	 3630 	 110 	 0 	 154997
5 	 11 	 1997 	 168344 	 3120 	 0 	 0 	 165224
6 	 11 	 1997 	 175033 	 3160 	 0 	 0 	 171873
7 	 11 	 1997 	 157943 	 3090 	 100 	 0 	 154753
8 	 11 	 1997 	 153069 	 2530 	 0 	 0 	 150539
9 	 11 	 1997 	 124075 	 3070 	 0 	 0 	 121005
10 	 11 	 1997 	 185574 	 4000 	 80 	 0 	 181494
11 	 11 	 1997 	 164470 	 3990 	 0 	 0 	 160480
12 	 11 	 1997 	 149739 	 4580 	 0 	 0 	 145159
13 	 11 	 1997 	 167162 	 5190 	 90 	 0 	 161882
14 	 11 	 1997 	 156674 	 5270 	 0 	 0 	 151404
15 	 11 	 1997 	 157376 	 4830 	 0 	 0 	 152546
16 	 11 	 1997 	 143473 	 5570 	 0 	 0 	 137903
17 	 11 	 1997 	 153553 	 5130 	 0 	 0 	 148423
18 	 11 	 1997 	 173248 	 4610 	 0 	 0 	 168638
19 	 11 	 1997 	 147532 	 3880 	 0 	 0 	 143652
20 	 11 	 1997 	 168710 	 5540 	 0 	 0 	 163170
21 	 11 	 1997 	 149766 	 6550 	 0 	 0 	 143216
22 	 11 	 1997 	 114369 	 2680 	 0 	 0 	 111689
23 	 11 	 1997 	 71332 	 2210 	 0 	 0 	 69122
24 	 11 	 1997 	 16385 	 220 	 0 	 0 	 16165
25 	 11 	 1997 	 53948 	 2180 	 110 	 0 	 51658
26 	 11 	 1997 	 27150 	 3710 	 160 	 0 	 23280
27 	 11 	 1997 	 12322 	 28680 	 0 	 0 	 -16358
28 	 11 	 1997 	 49888 	 2650 	 0 	 0 	 47238
29 	 11 	 1997 	 24438 	 2440 	 0 	 0 	 21998
30 	 11 	 1997 	 50440 	 2340 	 0 	 0 	 48100
31 	 11 	 1997 	 17456 	 1890 	 0 	 0 	 15566
1 	 12 	 1997 	 17456 	 1890 	 0 	 0 	 15566
2 	 12 	 1997 	 40040 	 2730 	 0 	 0 	 37310
3 	 12 	 1997 	 28495 	 2780 	 0 	 0 	 25715
4 	 12 	 1997 	 56433 	 3230 	 0 	 0 	 53203
5 	 12 	 1997 	 35119 	 3110 	 0 	 0 	 32009
6 	 12 	 1997 	 59584 	 2560 	 110 	 0 	 56914
7 	 12 	 1997 	 34724 	 2290 	 0 	 0 	 32434
8 	 12 	 1997 	 79636 	 2660 	 0 	 0 	 76976
9 	 12 	 1997 	 54488 	 2500 	 0 	 0 	 51988
10 	 12 	 1997 	 27479 	 2290 	 0 	 0 	 25189
11 	 12 	 1997 	 0 	 2670 	 0 	 0 	 0
12 	 12 	 1997 	 58938 	 2600 	 0 	 0 	 56338
13 	 12 	 1997 	 40667 	 1870 	 0 	 0 	 38797
14 	 12 	 1997 	 6835 	 1860 	 0 	 0 	 4975
15 	 12 	 1997 	 78145 	 2200 	 0 	 0 	 75945
16 	 12 	 1997 	 60271 	 2150 	 0 	 0 	 58121
17 	 12 	 1997 	 0 	 2410 	 0 	 0 	 0
18 	 12 	 1997 	 73507 	 2040 	 0 	 0 	 71467
19 	 12 	 1997 	 47792 	 2240 	 0 	 0 	 45552
20 	 12 	 1997 	 14809 	 2440 	 0 	 0 	 12369
21 	 12 	 1997 	 23317 	 1950 	 0 	 0 	 21367
22 	 12 	 1997 	 51056 	 2310 	 0 	 0 	 48746
23 	 12 	 1997 	 7232 	 2060 	 120 	 0 	 5052
24 	 12 	 1997 	 41012 	 3240 	 0 	 0 	 37772
25 	 12 	 1997 	 22017 	 1590 	 0 	 0 	 20427
26 	 12 	 1997 	 14223 	 2490 	 0 	 0 	 11733
27 	 12 	 1997 	 22060 	 870 	 0 	 0 	 21190
28 	 12 	 1997 	 43674 	 1580 	 0 	 0 	 42094
29 	 12 	 1997 	 34779 	 2440 	 0 	 0 	 32339
30 	 12 	 1997 	 29032 	 2480 	 0 	 0 	 26552
31 	 12 	 1997 	 45263 	 3400 	 0 	 0 	 41863
1 	 1 	 1998 	 26972 	 1550 	 0 	 0 	 25422
2 	 1 	 1998 	 56272 	 1700 	 0 	 0 	 54572
3 	 1 	 1998 	 38670 	 2590 	 0 	 0 	 36080
4 	 1 	 1998 	 110264 	 2290 	 120 	 0 	 107854
5 	 1 	 1998 	 154918 	 2400 	 0 	 0 	 152518
6 	 1 	 1998 	 141932 	 2340 	 0 	 0 	 139592
7 	 1 	 1998 	 162783 	 2340 	 0 	 0 	 160443
8 	 1 	 1998 	 175168 	 3500 	 0 	 0 	 171668
9 	 1 	 1998 	 154753 	 4140 	 0 	 0 	 150613
10 	 1 	 1998 	 148176 	 5380 	 0 	 0 	 142796
11 	 1 	 1998 	 155657 	 3240 	 0 	 0 	 152417
12 	 1 	 1998 	 160451 	 5850 	 0 	 0 	 154601
13 	 1 	 1998 	 194573 	 6660 	 50 	 0 	 187863
14 	 1 	 1998 	 172312 	 5810 	 0 	 0 	 166502
15 	 1 	 1998 	 147650 	 5266 	 0 	 0 	 142384
16 	 1 	 1998 	 190361 	 3980 	 0 	 0 	 186381
17 	 1 	 1998 	 151203 	 3900 	 0 	 0 	 147303
18 	 1 	 1998 	 149055 	 3140 	 0 	 0 	 145915
19 	 1 	 1998 	 204431 	 4440 	 0 	 0 	 199991
20 	 1 	 1998 	 191292 	 5220 	 0 	 0 	 186072
21 	 1 	 1998 	 160630 	 5010 	 0 	 0 	 155620
22 	 1 	 1998 	 161666 	 4720 	 0 	 0 	 156946
23 	 1 	 1998 	 186470 	 4540 	 0 	 0 	 181930
24 	 1 	 1998 	 147667 	 4130 	 0 	 0 	 143537
25 	 1 	 1998 	 153162 	 3690 	 0 	 0 	 149472
26 	 1 	 1998 	 176308 	 4310 	 70 	 0 	 171928
27 	 1 	 1998 	 164469 	 4000 	 10 	 0 	 160459
28 	 1 	 1998 	 195032 	 4970 	 0 	 0 	 190062
29 	 1 	 1998 	 160718 	 5310 	 0 	 0 	 155408
30 	 1 	 1998 	 173222 	 6440 	 0 	 0 	 166782
31 	 1 	 1998 	 166971 	 5430 	 0 	 0 	 161541
1 	 2 	 1998 	 145119 	 7260 	 0 	 0 	 137859
2 	 2 	 1998 	 183362 	 9190 	 0 	 0 	 174172
3 	 2 	 1998 	 189158 	 9540 	 0 	 0 	 179618
4 	 2 	 1998 	 187881 	 9620 	 0 	 0 	 178261
5 	 2 	 1998 	 169969 	 9760 	 0 	 0 	 160209
6 	 2 	 1998 	 163023 	 9440 	 0 	 0 	 153583
7 	 2 	 1998 	 181091 	 9320 	 0 	 0 	 171771
8 	 2 	 1998 	 145144 	 8730 	 0 	 0 	 136414
9 	 2 	 1998 	 164552 	 8280 	 0 	 0 	 156272
10 	 2 	 1998 	 162615 	 8400 	 0 	 0 	 154215
11 	 2 	 1998 	 172438 	 7150 	 0 	 0 	 165288
12 	 2 	 1998 	 166259 	 5270 	 0 	 0 	 160989
13 	 2 	 1998 	 198253 	 5430 	 30 	 0 	 192793
14 	 2 	 1998 	 166287 	 4410 	 0 	 0 	 161877
15 	 2 	 1998 	 154175 	 3570 	 0 	 0 	 150605
16 	 2 	 1998 	 166288 	 5520 	 0 	 0 	 160768
17 	 2 	 1998 	 183719 	 3790 	 0 	 0 	 179929
18 	 2 	 1998 	 174544 	 4360 	 0 	 0 	 170184
19 	 2 	 1998 	 185870 	 4010 	 0 	 0 	 181860
20 	 2 	 1998 	 181292 	 3710 	 700 	 0 	 176882
21 	 2 	 1998 	 162480 	 3540 	 0 	 0 	 158940
22 	 2 	 1998 	 134660 	 3050 	 0 	 0 	 131610
23 	 2 	 1998 	 180559 	 2690 	 0 	 0 	 177869
24 	 2 	 1998 	 185620 	 3110 	 0 	 0 	 182510
25 	 2 	 1998 	 185442 	 3310 	 0 	 0 	 182132
26 	 2 	 1998 	 196528 	 2720 	 0 	 0 	 193808
27 	 2 	 1998 	 169719 	 3150 	 0 	 0 	 166569
28 	 2 	 1998 	 137045 	 3420 	 0 	 0 	 133625
1 	 3 	 1998 	 157711 	 3200 	 0 	 0 	 154511
2 	 3 	 1998 	 215911 	 3470 	 0 	 0 	 212441
3 	 3 	 1998 	 135684 	 3810 	 0 	 0 	 131874
4 	 3 	 1998 	 209835 	 4610 	 0 	 0 	 205225
5 	 3 	 1998 	 193457 	 4080 	 0 	 0 	 189377
6 	 3 	 1998 	 160311 	 3990 	 0 	 0 	 156321
7 	 3 	 1998 	 160990 	 3520 	 100 	 0 	 157370
8 	 3 	 1998 	 160178 	 3400 	 0 	 0 	 156778
9 	 3 	 1998 	 162630 	 4960 	 0 	 0 	 157670
10 	 3 	 1998 	 167507 	 4840 	 0 	 0 	 162667
11 	 3 	 1998 	 162983 	 4600 	 0 	 0 	 158383
12 	 3 	 1998 	 180892 	 4360 	 0 	 0 	 176532
13 	 3 	 1998 	 160609 	 5370 	 0 	 0 	 155239
14 	 3 	 1998 	 148909 	 4290 	 0 	 0 	 144619
15 	 3 	 1998 	 148007 	 5680 	 0 	 0 	 142327
16 	 3 	 1998 	 158035 	 4730 	 0 	 0 	 153305
17 	 3 	 1998 	 155265 	 3890 	 70 	 0 	 151305
18 	 3 	 1998 	 151761 	 3900 	 0 	 0 	 147861
19 	 3 	 1998 	 72630 	 4040 	 270 	 0 	 68320
20 	 3 	 1998 	 57730 	 4050 	 0 	 0 	 53680
21 	 3 	 1998 	 33370 	 3620 	 0 	 0 	 29750
22 	 3 	 1998 	 0 	 3150 	 0 	 0 	 0
23 	 3 	 1998 	 7210 	 3800 	 0 	 0 	 3410
24 	 3 	 1998 	 0 	 3360 	 0 	 0 	 0
25 	 3 	 1998 	 0 	 2780 	 0 	 0 	 0
26 	 3 	 1998 	 0 	 3150 	 0 	 0 	 0
27 	 3 	 1998 	 0 	 3170 	 0 	 0 	 0
28 	 3 	 1998 	 0 	 1430 	 0 	 0 	 0
29 	 3 	 1998 	 0 	 1360 	 0 	 0 	 0
30 	 3 	 1998 	 0 	 2490 	 0 	 0 	 0
31 	 3 	 1998 	 0 	 5234 	 0 	 0 	 0
1 	 4 	 1998 	 0 	 5250 	 0 	 0 	 0
2 	 4 	 1998 	 0 	 3520 	 0 	 0 	 0
3 	 4 	 1998 	 0 	 2650 	 70 	 0 	 0
4 	 4 	 1998 	 0 	 3990 	 0 	 0 	 0
5 	 4 	 1998 	 0 	 2390 	 0 	 0 	 0
6 	 4 	 1998 	 0 	 2420 	 80 	 0 	 0
7 	 4 	 1998 	 0 	 2150 	 0 	 0 	 0
8 	 4 	 1998 	 0 	 2120 	 0 	 0 	 0
9 	 4 	 1998 	 0 	 4250 	 770 	 0 	 0
10 	 4 	 1998 	 0 	 3960 	 0 	 0 	 0
11 	 4 	 1998 	 0 	 2770 	 0 	 0 	 0
12 	 4 	 1998 	 0 	 1880 	 0 	 0 	 0
13 	 4 	 1998 	 0 	 1140 	 0 	 0 	 0
14 	 4 	 1998 	 0 	 1770 	 0 	 0 	 0
15 	 4 	 1998 	 0 	 3080 	 350 	 0 	 0
16 	 4 	 1998 	 0 	 3410 	 380 	 0 	 0
17 	 4 	 1998 	 0 	 4690 	 0 	 0 	 0
18 	 4 	 1998 	 0 	 3300 	 0 	 0 	 0
19 	 4 	 1998 	 0 	 2730 	 0 	 0 	 0
20 	 4 	 1998 	 0 	 5870 	 620 	 0 	 0
21 	 4 	 1998 	 0 	 2260 	 0 	 0 	 0
22 	 4 	 1998 	 0 	 3470 	 0 	 0 	 0
23 	 4 	 1998 	 0 	 2570 	 0 	 11990 	 0
24 	 4 	 1998 	 0 	 2670 	 40 	 15650 	 0
25 	 4 	 1998 	 0 	 1380 	 0 	 8260 	 0
26 	 4 	 1998 	 0 	 1400 	 0 	 6270 	 0
27 	 4 	 1998 	 0 	 2440 	 0 	 6550 	 0
28 	 4 	 1998 	 0 	 1810 	 0 	 8770 	 0
29 	 4 	 1998 	 0 	 2910 	 0 	 10230 	 0
30 	 4 	 1998 	 0 	 2170 	 0 	 15960 	 0
1 	 5 	 1998 	 0 	 1260 	 0 	 20660 	 0
2 	 5 	 1998 	 0 	 870 	 0 	 6630 	 0
3 	 5 	 1998 	 0 	 1080 	 0 	 16620 	 0
4 	 5 	 1998 	 0 	 1180 	 0 	 23760 	 0
5 	 5 	 1998 	 0 	 1050 	 200 	 20590 	 0
6 	 5 	 1998 	 0 	 1300 	 0 	 25870 	 0
7 	 5 	 1998 	 0 	 1260 	 0 	 11380 	 0
8 	 5 	 1998 	 0 	 1820 	 0 	 14200 	 0
9 	 5 	 1998 	 0 	 1650 	 0 	 16940 	 0
10 	 5 	 1998 	 0 	 2280 	 200 	 18760 	 0
11 	 5 	 1998 	 0 	 2620 	 0 	 25290 	 0
12 	 5 	 1998 	 0 	 2320 	 80 	 18660 	 0
13 	 5 	 1998 	 0 	 3270 	 0 	 21600 	 0
14 	 5 	 1998 	 0 	 2200 	 0 	 30060 	 0
15 	 5 	 1998 	 0 	 2680 	 0 	 26170 	 0
16 	 5 	 1998 	 0 	 3360 	 0 	 19970 	 0
17 	 5 	 1998 	 0 	 2210 	 0 	 25320 	 0
18 	 5 	 1998 	 0 	 1930 	 50 	 32230 	 0
19 	 5 	 1998 	 0 	 2200 	 0 	 30100 	 0
20 	 5 	 1998 	 0 	 2250 	 0 	 24180 	 0
21 	 5 	 1998 	 0 	 2460 	 0 	 21840 	 0
22 	 5 	 1998 	 0 	 2320 	 0 	 13470 	 0
23 	 5 	 1998 	 0 	 2270 	 0 	 13560 	 0
24 	 5 	 1998 	 0 	 2040 	 0 	 7390 	 0
25 	 5 	 1998 	 0 	 2860 	 210 	 16350 	 0
26 	 5 	 1998 	 0 	 2740 	 0 	 22390 	 0
27 	 5 	 1998 	 170562 	 1470 	 0 	 26400 	 142692
28 	 5 	 1998 	 187558 	 930 	 0 	 32620 	 154008
29 	 5 	 1998 	 178840 	 1210 	 0 	 31120 	 146510
30 	 5 	 1998 	 174340 	 1010 	 130 	 25150 	 148050
31 	 5 	 1998 	 137270 	 870 	 0 	 15150 	 121250
1 	 6 	 1998 	 158922 	 1130 	 0 	 16880 	 140912
2 	 6 	 1998 	 175798 	 900 	 0 	 10810 	 164088
3 	 6 	 1998 	 145965 	 1350 	 0 	 8390 	 136225
4 	 6 	 1998 	 134293 	 1100 	 0 	 8962 	 124231
5 	 6 	 1998 	 148574 	 1030 	 0 	 6788 	 140756
6 	 6 	 1998 	 135407 	 950 	 0 	 7000 	 127457
7 	 6 	 1998 	 145022 	 1120 	 0 	 10490 	 133412
8 	 6 	 1998 	 144528 	 1110 	 0 	 9910 	 133508
9 	 6 	 1998 	 140607 	 810 	 0 	 3650 	 136147
10 	 6 	 1998 	 111100 	 1010 	 0 	 12620 	 97470
11 	 6 	 1998 	 14209 	 800 	 150 	 17420 	 -4161
12 	 6 	 1998 	 126945 	 760 	 0 	 15590 	 110595
13 	 6 	 1998 	 117021 	 900 	 0 	 19500 	 96621
14 	 6 	 1998 	 39608 	 790 	 0 	 19550 	 19268
15 	 6 	 1998 	 76203 	 1050 	 0 	 22390 	 52763
16 	 6 	 1998 	 44471 	 450 	 0 	 21180 	 22841
17 	 6 	 1998 	 32251 	 950 	 0 	 23920 	 7381
18 	 6 	 1998 	 122524 	 1740 	 0 	 22830 	 97954
19 	 6 	 1998 	 126477 	 1050 	 150 	 21960 	 103317
20 	 6 	 1998 	 131479 	 1080 	 0 	 22210 	 108189
21 	 6 	 1998 	 127550 	 990 	 0 	 23300 	 103260
22 	 6 	 1998 	 72922 	 800 	 0 	 24220 	 47902
23 	 6 	 1998 	 97616 	 1030 	 50 	 23010 	 73526
24 	 6 	 1998 	 109634 	 830 	 1660 	 30420 	 76724
25 	 6 	 1998 	 100177 	 930 	 0 	 26780 	 72467
26 	 6 	 1998 	 82319 	 850 	 0 	 25630 	 55839
27 	 6 	 1998 	 54364 	 860 	 0 	 19260 	 34244
28 	 6 	 1998 	 67281 	 860 	 0 	 26620 	 39801
29 	 6 	 1998 	 49919 	 970 	 150 	 24280 	 24519
30 	 6 	 1998 	 59495 	 1150 	 0 	 23160 	 35185
1 	 7 	 1998 	 86607 	 810 	 0 	 26690 	 59107
2 	 7 	 1998 	 78115 	 1430 	 0 	 25950 	 50735
3 	 7 	 1998 	 53542 	 1030 	 290 	 23960 	 28262
4 	 7 	 1998 	 54453 	 1060 	 0 	 18630 	 34763
5 	 7 	 1998 	 78639 	 1070 	 0 	 21380 	 56189
6 	 7 	 1998 	 76277 	 1140 	 0 	 21070 	 54067
7 	 7 	 1998 	 92809 	 1100 	 0 	 30370 	 61339
8 	 7 	 1998 	 82896 	 1300 	 0 	 30580 	 51016
9 	 7 	 1998 	 87104 	 930 	 0 	 29020 	 57154
10 	 7 	 1998 	 96840 	 1340 	 120 	 31210 	 64170
11 	 7 	 1998 	 85390 	 1260 	 0 	 30130 	 54000
12 	 7 	 1998 	 77423 	 1920 	 0 	 30560 	 44943
13 	 7 	 1998 	 101649 	 2450 	 60 	 38230 	 60909
14 	 7 	 1998 	 131917 	 2370 	 120 	 35560 	 93867
15 	 7 	 1998 	 113364 	 2260 	 0 	 30770 	 80334
16 	 7 	 1998 	 98256 	 980 	 0 	 31290 	 65986
17 	 7 	 1998 	 99128 	 2370 	 0 	 27470 	 69288
18 	 7 	 1998 	 109627 	 1730 	 150 	 24480 	 83267
19 	 7 	 1998 	 69175 	 1040 	 0 	 31540 	 36595
20 	 7 	 1998 	 88811 	 1110 	 0 	 31380 	 56321
21 	 7 	 1998 	 85995 	 1210 	 0 	 30870 	 53915
22 	 7 	 1998 	 108200 	 770 	 0 	 28410 	 79020
23 	 7 	 1998 	 86030 	 830 	 0 	 22540 	 62660
24 	 7 	 1998 	 72000 	 1110 	 0 	 20640 	 50250
25 	 7 	 1998 	 66183 	 690 	 0 	 19270 	 46223
26 	 7 	 1998 	 55827 	 760 	 200 	 21630 	 33237
27 	 7 	 1998 	 101092 	 940 	 0 	 26880 	 73272
28 	 7 	 1998 	 90261 	 850 	 0 	 28520 	 60891
29 	 7 	 1998 	 96525 	 750 	 0 	 24490 	 71285
30 	 7 	 1998 	 64850 	 870 	 0 	 26030 	 37950
31 	 7 	 1998 	 86624 	 800 	 0 	 23560 	 62264
1 	 8 	 1998 	 65223 	 836 	 0 	 25570 	 38817
2 	 8 	 1998 	 67201 	 764 	 170 	 20670 	 45597
3 	 8 	 1998 	 65085 	 970 	 0 	 17890 	 46225
4 	 8 	 1998 	 82185 	 1060 	 0 	 18530 	 62595
5 	 8 	 1998 	 80450 	 930 	 170 	 25490 	 53860
6 	 8 	 1998 	 79785 	 1000 	 0 	 24910 	 53875
7 	 8 	 1998 	 80377 	 920 	 110 	 23650 	 55697
8 	 8 	 1998 	 59741 	 910 	 0 	 22250 	 36581
9 	 8 	 1998 	 67944 	 0 	 0 	 25190 	 42754
10 	 8 	 1998 	 89969 	 0 	 0 	 24740 	 65229
11 	 8 	 1998 	 89531 	 0 	 60 	 22540 	 66931
12 	 8 	 1998 	 63289 	 60 	 0 	 19120 	 44109
13 	 8 	 1998 	 67970 	 50 	 0 	 18280 	 49640
14 	 8 	 1998 	 77117 	 2060 	 120 	 21080 	 53857
15 	 8 	 1998 	 45697 	 0 	 40 	 12280 	 33377
16 	 8 	 1998 	 31163 	 590 	 30 	 11570 	 18973
17 	 8 	 1998 	 81681 	 1470 	 230 	 23990 	 55991
18 	 8 	 1998 	 100593 	 1010 	 120 	 21500 	 77963
19 	 8 	 1998 	 9841 	 910 	 40 	 29230 	 -20339
20 	 8 	 1998 	 46645 	 910 	 270 	 29580 	 15885
21 	 8 	 1998 	 35726 	 810 	 0 	 25570 	 9346
22 	 8 	 1998 	 78977 	 1650 	 30 	 24160 	 53137
23 	 8 	 1998 	 45144 	 1080 	 0 	 28090 	 15974
24 	 8 	 1998 	 127379 	 390 	 0 	 26320 	 100669
25 	 8 	 1998 	 103211 	 610 	 0 	 24620 	 77981
26 	 8 	 1998 	 78134 	 1090 	 0 	 24990 	 52054
27 	 8 	 1998 	 102109 	 1250 	 90 	 20630 	 80139
28 	 8 	 1998 	 136240 	 1030 	 0 	 27620 	 107590
29 	 8 	 1998 	 63086 	 1120 	 0 	 21530 	 40436
30 	 8 	 1998 	 94499 	 1070 	 0 	 20000 	 73429
31 	 8 	 1998 	 95177 	 2560 	 0 	 22090 	 70527
1 	 9 	 1998 	 119193 	 1470 	 40 	 18810 	 98873
2 	 9 	 1998 	 131900 	 830 	 0 	 16860 	 114210
3 	 9 	 1998 	 159339 	 1210 	 0 	 18590 	 139539
4 	 9 	 1998 	 236393 	 1240 	 50 	 21740 	 213363
5 	 9 	 1998 	 209690 	 1450 	 0 	 24300 	 183940
6 	 9 	 1998 	 291016 	 1100 	 0 	 23560 	 266356
7 	 9 	 1998 	 193809 	 1300 	 0 	 16170 	 176339
8 	 9 	 1998 	 158155 	 1770 	 0 	 13680 	 142705
9 	 9 	 1998 	 204313 	 2640 	 0 	 17010 	 184663
10 	 9 	 1998 	 275211 	 2030 	 0 	 24770 	 248411
11 	 9 	 1998 	 193901 	 1880 	 0 	 26180 	 165841
12 	 9 	 1998 	 219569 	 1770 	 0 	 20330 	 197469
13 	 9 	 1998 	 235889 	 1710 	 50 	 28070 	 206059
14 	 9 	 1998 	 252033 	 2770 	 0 	 24920 	 224343
15 	 9 	 1998 	 224067 	 2170 	 30 	 22370 	 199497
16 	 9 	 1998 	 211285 	 1960 	 0 	 27210 	 182115
17 	 9 	 1998 	 237339 	 3010 	 0 	 28620 	 205709
18 	 9 	 1998 	 204999 	 2090 	 0 	 28760 	 174149
19 	 9 	 1998 	 200165 	 1860 	 80 	 29280 	 168945
20 	 9 	 1998 	 200260 	 1640 	 0 	 20780 	 177840
21 	 9 	 1998 	 211092 	 2570 	 0 	 8630 	 199892
22 	 9 	 1998 	 172748 	 3100 	 0 	 8380 	 161268
23 	 9 	 1998 	 232640 	 3680 	 640 	 10170 	 218150
24 	 9 	 1998 	 206494 	 4100 	 170 	 12210 	 190014
25 	 9 	 1998 	 202463 	 2610 	 40 	 20260 	 179553
26 	 9 	 1998 	 219475 	 2450 	 0 	 22650 	 194375
27 	 9 	 1998 	 134558 	 2660 	 0 	 12400 	 119498
28 	 9 	 1998 	 185723 	 3060 	 0 	 17210 	 165453
29 	 9 	 1998 	 194331 	 3310 	 0 	 16050 	 174971
30 	 9 	 1998 	 158315 	 2610 	 40 	 7150 	 148515
1 	 10 	 1998 	 182407 	 2610 	 0 	 4230 	 175567
2 	 10 	 1998 	 148557 	 27320 	 0 	 3550 	 117687
3 	 10 	 1998 	 156720 	 2430 	 0 	 5240 	 149050
4 	 10 	 1998 	 139886 	 3300 	 30 	 6530 	 130026
5 	 10 	 1998 	 150820 	 3870 	 0 	 7320 	 139630
6 	 10 	 1998 	 179580 	 3450 	 30 	 1660 	 174440
7 	 10 	 1998 	 156714 	 4470 	 110 	 3360 	 148774
8 	 10 	 1998 	 149154 	 2600 	 70 	 4280 	 142204
9 	 10 	 1998 	 165499 	 2070 	 150 	 7040 	 156239
10 	 10 	 1998 	 148368 	 1310 	 0 	 8390 	 138668
11 	 10 	 1998 	 119567 	 1440 	 80 	 7500 	 110547
12 	 10 	 1998 	 160505 	 1800 	 0 	 3810 	 154895
13 	 10 	 1998 	 167912 	 2240 	 0 	 2490 	 163182
14 	 10 	 1998 	 148709 	 3960 	 0 	 2270 	 142479
15 	 10 	 1998 	 160649 	 4650 	 110 	 2980 	 152909
16 	 10 	 1998 	 168361 	 3130 	 110 	 5860 	 159261
17 	 10 	 1998 	 164744 	 3000 	 520 	 5490 	 155734
18 	 10 	 1998 	 112562 	 6560 	 0 	 1710 	 104292
19 	 10 	 1998 	 156783 	 2260 	 0 	 1450 	 153073
20 	 10 	 1998 	 156175 	 2060 	 0 	 0 	 154115
21 	 10 	 1998 	 159709 	 3490 	 0 	 0 	 156219
22 	 10 	 1998 	 168568 	 5520 	 70 	 0 	 162978
23 	 10 	 1998 	 149150 	 1610 	 0 	 0 	 147540
24 	 10 	 1998 	 155644 	 1570 	 160 	 0 	 153914
25 	 10 	 1998 	 121877 	 1340 	 0 	 0 	 120537
26 	 10 	 1998 	 166069 	 1590 	 170 	 0 	 164309
27 	 10 	 1998 	 156183 	 1500 	 100 	 0 	 154583
28 	 10 	 1998 	 158289 	 1750 	 0 	 0 	 156539
29 	 10 	 1998 	 154469 	 1440 	 160 	 0 	 152869
30 	 10 	 1998 	 153021 	 1520 	 390 	 0 	 151111
31 	 10 	 1998 	 112915 	 1510 	 150 	 0 	 111255
1 	 11 	 1998 	 128380 	 1530 	 0 	 0 	 126850
2 	 11 	 1998 	 153160 	 2400 	 210 	 0 	 150550
3 	 11 	 1998 	 153920 	 2700 	 0 	 0 	 151220
4 	 11 	 1998 	 137820 	 2800 	 0 	 0 	 135020
5 	 11 	 1998 	 173723 	 2890 	 700 	 0 	 170133
6 	 11 	 1998 	 120804 	 3030 	 0 	 0 	 117774
7 	 11 	 1998 	 132757 	 2770 	 0 	 0 	 129987
8 	 11 	 1998 	 134894 	 1840 	 0 	 0 	 133054
9 	 11 	 1998 	 148185 	 3190 	 170 	 0 	 144825
10 	 11 	 1998 	 147092 	 2490 	 0 	 0 	 144602
11 	 11 	 1998 	 152796 	 3970 	 50 	 0 	 148776
12 	 11 	 1998 	 151981 	 4090 	 140 	 0 	 147751
13 	 11 	 1998 	 164145 	 2540 	 0 	 0 	 161605
14 	 11 	 1998 	 119975 	 2290 	 0 	 0 	 117685
15 	 11 	 1998 	 133020 	 2560 	 180 	 0 	 130280
16 	 11 	 1998 	 148077 	 2660 	 0 	 0 	 145417
17 	 11 	 1998 	 122758 	 2440 	 240 	 0 	 120078
18 	 11 	 1998 	 149270 	 2000 	 2110 	 0 	 145160
19 	 11 	 1998 	 148360 	 3460 	 70 	 0 	 144830
20 	 11 	 1998 	 150034 	 3150 	 0 	 0 	 146884
21 	 11 	 1998 	 81638 	 2680 	 0 	 0 	 78958
22 	 11 	 1998 	 35800 	 1870 	 0 	 0 	 33930
23 	 11 	 1998 	 52376 	 2230 	 0 	 0 	 50146
24 	 11 	 1998 	 22210 	 1930 	 330 	 0 	 19950
