Day	Month	Year	DomWater	MakeUpWater	LoopWater	TowerWater	Remainder
7 	 1 	 2000 	 136271 	 4200 	 0 	 0 	 132071
8 	 1 	 2000 	 149028 	 2710 	 210 	 0 	 146108
9 	 1 	 2000 	 157681 	 2180 	 0 	 0 	 155501
10 	 1 	 2000 	 120943 	 3080 	 0 	 0 	 117863
11 	 1 	 2000 	 199266 	 4160 	 0 	 0 	 195106
12 	 1 	 2000 	 149884 	 5660 	 190 	 0 	 144034
13 	 1 	 2000 	 148325 	 5110 	 0 	 0 	 143215
14 	 1 	 2000 	 148276 	 8360 	 0 	 0 	 139916
15 	 1 	 2000 	 142047 	 7790 	 100 	 0 	 134157
16 	 1 	 2000 	 138510 	 9020 	 0 	 0 	 129490
17 	 1 	 2000 	 164354 	 9040 	 0 	 0 	 155314
18 	 1 	 2000 	 148684 	 8000 	 0 	 0 	 140684
19 	 1 	 2000 	 148688 	 7140 	 220 	 0 	 141328
20 	 1 	 2000 	 156950 	 8470 	 170 	 0 	 148310
21 	 1 	 2000 	 145454 	 8710 	 0 	 0 	 136744
22 	 1 	 2000 	 148996 	 7730 	 0 	 0 	 141266
23 	 1 	 2000 	 151444 	 11210 	 60 	 0 	 140174
24 	 1 	 2000 	 153642 	 9280 	 0 	 0 	 144362
25 	 1 	 2000 	 153233 	 8470 	 0 	 0 	 144763
26 	 1 	 2000 	 168769 	 10620 	 100 	 0 	 158049
27 	 1 	 2000 	 140203 	 8740 	 0 	 0 	 131463
28 	 1 	 2000 	 161105 	 7970 	 100 	 0 	 153035
29 	 1 	 2000 	 143825 	 4480 	 0 	 0 	 139345
30 	 1 	 2000 	 126113 	 4150 	 100 	 0 	 121863
31 	 1 	 2000 	 160892 	 4600 	 170 	 0 	 156122
1 	 2 	 2000 	 152851 	 4270 	 0 	 0 	 148581
2 	 2 	 2000 	 155504 	 3960 	 30 	 0 	 151514
3 	 2 	 2000 	 150469 	 3420 	 140 	 0 	 146909
4 	 2 	 2000 	 144511 	 3710 	 0 	 0 	 140801
5 	 2 	 2000 	 124457 	 3590 	 0 	 0 	 120867
6 	 2 	 2000 	 144124 	 2990 	 0 	 0 	 141134
7 	 2 	 2000 	 113774 	 4090 	 200 	 0 	 109484
8 	 2 	 2000 	 201070 	 3830 	 0 	 0 	 197240
9 	 2 	 2000 	 151497 	 3520 	 30 	 0 	 147947
10 	 2 	 2000 	 148308 	 3830 	 0 	 0 	 144478
11 	 2 	 2000 	 148846 	 4670 	 140 	 0 	 144036
12 	 2 	 2000 	 147576 	 4000 	 0 	 0 	 143576
13 	 2 	 2000 	 90945 	 3410 	 0 	 0 	 87535
14 	 2 	 2000 	 204110 	 3910 	 0 	 0 	 200200
15 	 2 	 2000 	 148128 	 3440 	 0 	 0 	 144688
16 	 2 	 2000 	 147809 	 4740 	 290 	 0 	 142779
17 	 2 	 2000 	 149085 	 4210 	 0 	 0 	 144875
18 	 2 	 2000 	 162232 	 4290 	 80 	 0 	 157862
19 	 2 	 2000 	 154929 	 4050 	 0 	 0 	 150879
20 	 2 	 2000 	 92713 	 3540 	 0 	 0 	 89173
21 	 2 	 2000 	 201826 	 3250 	 100 	 0 	 198476
22 	 2 	 2000 	 146554 	 2500 	 100 	 0 	 143954
23 	 2 	 2000 	 165314 	 1930 	 0 	 0 	 163384
24 	 2 	 2000 	 107835 	 2020 	 70 	 0 	 105745
25 	 2 	 2000 	 113537 	 1780 	 170 	 0 	 111587
26 	 2 	 2000 	 129576 	 2030 	 0 	 0 	 127546
27 	 2 	 2000 	 148808 	 2470 	 0 	 0 	 146338
28 	 2 	 2000 	 160503 	 2410 	 0 	 0 	 158093
29 	 2 	 2000 	 164528 	 3190 	 0 	 0 	 161338
1 	 3 	 2000 	 158769 	 4290 	 150 	 0 	 154329
2 	 3 	 2000 	 140734 	 4300 	 0 	 0 	 136434
3 	 3 	 2000 	 158913 	 4020 	 0 	 0 	 154893
4 	 3 	 2000 	 139948 	 3240 	 190 	 0 	 136518
5 	 3 	 2000 	 135436 	 3100 	 0 	 0 	 132336
6 	 3 	 2000 	 151263 	 3100 	 0 	 0 	 148163
7 	 3 	 2000 	 153337 	 2660 	 190 	 0 	 150487
8 	 3 	 2000 	 163800 	 2680 	 0 	 0 	 161120
9 	 3 	 2000 	 144933 	 4310 	 0 	 0 	 140623
10 	 3 	 2000 	 148840 	 5200 	 220 	 0 	 143420
11 	 3 	 2000 	 140492 	 4210 	 0 	 0 	 136282
12 	 3 	 2000 	 145884 	 4020 	 0 	 0 	 141864
13 	 3 	 2000 	 132116 	 5110 	 0 	 0 	 127006
14 	 3 	 2000 	 155740 	 5500 	 0 	 0 	 150240
15 	 3 	 2000 	 146185 	 5050 	 200 	 0 	 140935
16 	 3 	 2000 	 79043 	 6330 	 0 	 0 	 72713
17 	 3 	 2000 	 77699 	 5670 	 260 	 0 	 71769
18 	 3 	 2000 	 64195 	 4820 	 0 	 0 	 59375
19 	 3 	 2000 	 11064 	 4890 	 190 	 0 	 5984
20 	 3 	 2000 	 23394 	 4780 	 0 	 0 	 18614
21 	 3 	 2000 	 33377 	 4410 	 0 	 0 	 28967
22 	 3 	 2000 	 38531 	 4560 	 0 	 0 	 33971
23 	 3 	 2000 	 54622 	 4240 	 70 	 0 	 50312
24 	 3 	 2000 	 23593 	 3520 	 190 	 0 	 19883
25 	 3 	 2000 	 86179 	 3080 	 0 	 0 	 83099
26 	 3 	 2000 	 99443 	 3150 	 0 	 0 	 96293
27 	 3 	 2000 	 155093 	 4750 	 790 	 0 	 149553
28 	 3 	 2000 	 110248 	 5700 	 0 	 0 	 104548
29 	 3 	 2000 	 114341 	 5470 	 0 	 0 	 108871
30 	 3 	 2000 	 184688 	 6240 	 0 	 0 	 178448
31 	 3 	 2000 	 133900 	 5120 	 1230 	 0 	 127550
1 	 4 	 2000 	 123500 	 6150 	 0 	 0 	 117350
2 	 4 	 2000 	 129711 	 5080 	 0 	 0 	 124631
3 	 4 	 2000 	 149918 	 5680 	 0 	 0 	 144238
4 	 4 	 2000 	 152198 	 7150 	 0 	 0 	 145048
5 	 4 	 2000 	 153886 	 6220 	 0 	 0 	 147666
6 	 4 	 2000 	 147850 	 7450 	 0 	 0 	 140400
7 	 4 	 2000 	 170575 	 6760 	 360 	 0 	 163455
8 	 4 	 2000 	 141397 	 7440 	 0 	 0 	 133957
9 	 4 	 2000 	 127850 	 6930 	 0 	 0 	 120920
10 	 4 	 2000 	 156853 	 7400 	 0 	 0 	 149453
11 	 4 	 2000 	 160660 	 6850 	 300 	 0 	 153510
12 	 4 	 2000 	 169955 	 6730 	 0 	 0 	 163225
13 	 4 	 2000 	 192850 	 6220 	 0 	 0 	 186630
14 	 4 	 2000 	 152561 	 5480 	 0 	 0 	 147081
15 	 4 	 2000 	 117851 	 4170 	 0 	 0 	 113681
16 	 4 	 2000 	 115293 	 4430 	 0 	 0 	 110863
17 	 4 	 2000 	 169691 	 5420 	 0 	 0 	 164271
18 	 4 	 2000 	 203350 	 5100 	 110 	 0 	 198140
19 	 4 	 2000 	 135300 	 4660 	 50 	 7040 	 123550
20 	 4 	 2000 	 146324 	 5180 	 740 	 2660 	 137744
21 	 4 	 2000 	 142594 	 6090 	 0 	 3120 	 133384
22 	 4 	 2000 	 144489 	 5700 	 0 	 4400 	 134389
23 	 4 	 2000 	 118629 	 5560 	 0 	 3030 	 110039
24 	 4 	 2000 	 169143 	 5370 	 3380 	 7740 	 152653
25 	 4 	 2000 	 183045 	 6120 	 1080 	 11470 	 164375
26 	 4 	 2000 	 150207 	 7480 	 0 	 14660 	 128067
27 	 4 	 2000 	 181950 	 6180 	 0 	 12680 	 163090
28 	 4 	 2000 	 162448 	 5620 	 0 	 8460 	 148368
29 	 4 	 2000 	 117690 	 6580 	 0 	 7270 	 103840
30 	 4 	 2000 	 152322 	 6740 	 0 	 10690 	 134892
1 	 5 	 2000 	 147088 	 6860 	 0 	 13820 	 126408
2 	 5 	 2000 	 203142 	 6650 	 0 	 17250 	 179242
3 	 5 	 2000 	 195008 	 6810 	 7490 	 26870 	 153838
4 	 5 	 2000 	 181665 	 5410 	 450 	 63300 	 112505
5 	 5 	 2000 	 205683 	 5530 	 0 	 34260 	 165893
6 	 5 	 2000 	 196808 	 6010 	 0 	 29840 	 160958
7 	 5 	 2000 	 172827 	 6650 	 320 	 30670 	 135187
8 	 5 	 2000 	 190971 	 6640 	 0 	 19530 	 164801
9 	 5 	 2000 	 153752 	 6750 	 0 	 11590 	 135412
10 	 5 	 2000 	 187115 	 6700 	 600 	 7400 	 172415
11 	 5 	 2000 	 148705 	 6140 	 0 	 11940 	 130625
12 	 5 	 2000 	 171888 	 6050 	 0 	 14030 	 151808
13 	 5 	 2000 	 134720 	 6340 	 0 	 4560 	 123820
14 	 5 	 2000 	 139836 	 6050 	 0 	 8380 	 125406
15 	 5 	 2000 	 176547 	 6040 	 690 	 18220 	 151597
16 	 5 	 2000 	 167015 	 5190 	 0 	 13340 	 148485
17 	 5 	 2000 	 169057 	 4260 	 0 	 11780 	 153017
18 	 5 	 2000 	 171307 	 3860 	 0 	 5240 	 162207
19 	 5 	 2000 	 161209 	 3780 	 510 	 7440 	 149479
20 	 5 	 2000 	 181748 	 3590 	 0 	 12210 	 165948
21 	 5 	 2000 	 139513 	 3450 	 0 	 14020 	 122043
22 	 5 	 2000 	 173879 	 3550 	 650 	 22710 	 146969
23 	 5 	 2000 	 200140 	 3280 	 50 	 21820 	 174990
24 	 5 	 2000 	 155749 	 3410 	 100 	 18200 	 134039
25 	 5 	 2000 	 201963 	 3330 	 130 	 19290 	 179213
26 	 5 	 2000 	 173012 	 3320 	 180 	 18990 	 150522
27 	 5 	 2000 	 121218 	 3240 	 60 	 6190 	 111728
28 	 5 	 2000 	 142198 	 3260 	 20 	 7790 	 131128
29 	 5 	 2000 	 176717 	 3430 	 0 	 10820 	 162467
30 	 5 	 2000 	 188302 	 3060 	 10 	 24060 	 161172
31 	 5 	 2000 	 147573 	 3170 	 10 	 22680 	 121713
1 	 6 	 2000 	 149521 	 3200 	 120 	 14650 	 131551
2 	 6 	 2000 	 164572 	 3410 	 100 	 8300 	 152762
3 	 6 	 2000 	 163611 	 3050 	 1860 	 8990 	 149711
4 	 6 	 2000 	 117808 	 3330 	 0 	 4640 	 109838
5 	 6 	 2000 	 143329 	 3250 	 10 	 8650 	 131419
6 	 6 	 2000 	 147831 	 3440 	 0 	 16140 	 128251
7 	 6 	 2000 	 147308 	 3030 	 0 	 23900 	 120378
8 	 6 	 2000 	 151742 	 3170 	 300 	 41750 	 106522
9 	 6 	 2000 	 174985 	 3110 	 20 	 41510 	 130345
10 	 6 	 2000 	 120647 	 3060 	 0 	 39380 	 78207
11 	 6 	 2000 	 94713 	 2810 	 0 	 28670 	 63233
12 	 6 	 2000 	 83657 	 2550 	 0 	 23400 	 57707
13 	 6 	 2000 	 111856 	 2690 	 0 	 23910 	 85256
14 	 6 	 2000 	 65551 	 2360 	 20 	 22880 	 40291
15 	 6 	 2000 	 85126 	 2170 	 10 	 17060 	 65886
16 	 6 	 2000 	 143346 	 2180 	 0 	 12000 	 129166
17 	 6 	 2000 	 92949 	 2210 	 0 	 14050 	 76689
18 	 6 	 2000 	 117408 	 2030 	 0 	 18730 	 96648
19 	 6 	 2000 	 113916 	 2550 	 0 	 29100 	 82266
20 	 6 	 2000 	 118087 	 2650 	 0 	 29640 	 85797
21 	 6 	 2000 	 86857 	 2630 	 0 	 25700 	 58527
22 	 6 	 2000 	 109350 	 2380 	 0 	 28270 	 78700
23 	 6 	 2000 	 98925 	 2520 	 0 	 29632 	 66773
24 	 6 	 2000 	 70557 	 2350 	 10 	 28950 	 39247
25 	 6 	 2000 	 76820 	 2130 	 10 	 26710 	 47970
26 	 6 	 2000 	 61780 	 1920 	 30 	 25920 	 33910
27 	 6 	 2000 	 90215 	 2080 	 10 	 22870 	 65255
28 	 6 	 2000 	 66466 	 1980 	 10 	 20880 	 43596
29 	 6 	 2000 	 107572 	 2170 	 10 	 24050 	 81342
30 	 6 	 2000 	 93401 	 2166 	 20 	 21360 	 69855
1 	 7 	 2000 	 33843 	 2000 	 0 	 34060 	 -2217
2 	 7 	 2000 	 55935 	 2010 	 0 	 27010 	 26915
3 	 7 	 2000 	 76304 	 2110 	 0 	 29910 	 44284
4 	 7 	 2000 	 67393 	 1910 	 0 	 30040 	 35443
5 	 7 	 2000 	 104569 	 2130 	 0 	 34070 	 68369
6 	 7 	 2000 	 80081 	 2600 	 0 	 32880 	 44601
7 	 7 	 2000 	 114254 	 2450 	 0 	 32670 	 79134
8 	 7 	 2000 	 88199 	 2160 	 20 	 40220 	 45799
9 	 7 	 2000 	 96837 	 1480 	 1250 	 26240 	 67867
10 	 7 	 2000 	 129961 	 1600 	 10 	 35200 	 93151
11 	 7 	 2000 	 0 	 1420 	 0 	 33510 	 0
12 	 7 	 2000 	 0 	 2110 	 40 	 33130 	 0
13 	 7 	 2000 	 658 	 2300 	 0 	 39980 	 -41622
14 	 7 	 2000 	 94806 	 2270 	 0 	 37030 	 55506
15 	 7 	 2000 	 113154 	 2350 	 0 	 30120 	 80684
16 	 7 	 2000 	 105647 	 1330 	 0 	 30840 	 73477
17 	 7 	 2000 	 108089 	 1290 	 20 	 26820 	 79959
18 	 7 	 2000 	 104815 	 1440 	 0 	 12350 	 91025
19 	 7 	 2000 	 115342 	 1270 	 0 	 18470 	 95602
20 	 7 	 2000 	 111622 	 1340 	 10 	 22160 	 88112
21 	 7 	 2000 	 108485 	 1320 	 10 	 21340 	 85815
22 	 7 	 2000 	 101272 	 1110 	 0 	 20130 	 80032
23 	 7 	 2000 	 114138 	 1180 	 0 	 22450 	 90508
24 	 7 	 2000 	 144824 	 1530 	 0 	 28050 	 115244
25 	 7 	 2000 	 144854 	 1060 	 0 	 32490 	 111304
26 	 7 	 2000 	 113807 	 1370 	 0 	 28950 	 83487
27 	 7 	 2000 	 152408 	 1420 	 0 	 34220 	 116768
28 	 7 	 2000 	 119263 	 1290 	 210 	 26040 	 91723
29 	 7 	 2000 	 104027 	 2140 	 240 	 29480 	 72167
30 	 7 	 2000 	 99872 	 2560 	 300 	 31740 	 65272
31 	 7 	 2000 	 166068 	 2520 	 40 	 35920 	 127588
1 	 8 	 2000 	 113461 	 2410 	 10 	 36350 	 74691
2 	 8 	 2000 	 122285 	 2460 	 0 	 28630 	 91195
3 	 8 	 2000 	 133921 	 2440 	 20 	 28810 	 102651
4 	 8 	 2000 	 211874 	 2540 	 10 	 32110 	 177214
5 	 8 	 2000 	 151456 	 2470 	 20 	 29260 	 119706
6 	 8 	 2000 	 94639 	 2140 	 10 	 28670 	 63819
7 	 8 	 2000 	 144417 	 2790 	 110 	 41250 	 100267
8 	 8 	 2000 	 113651 	 2460 	 70 	 38620 	 72501
9 	 8 	 2000 	 118553 	 2510 	 20 	 34390 	 81633
10 	 8 	 2000 	 113357 	 2060 	 60 	 30930 	 80307
11 	 8 	 2000 	 139113 	 1040 	 30 	 30070 	 107973
12 	 8 	 2000 	 55908 	 0 	 10 	 25770 	 30128
17 	 8 	 2000 	 50680 	 550 	 20 	 14960 	 35150
18 	 8 	 2000 	 52299 	 1510 	 10 	 16810 	 33969
19 	 8 	 2000 	 30447 	 730 	 0 	 18690 	 11027
20 	 8 	 2000 	 67662 	 1370 	 0 	 18650 	 47642
21 	 8 	 2000 	 101178 	 1820 	 10 	 22450 	 76898
22 	 8 	 2000 	 123714 	 1900 	 10 	 26590 	 95214
23 	 8 	 2000 	 37082 	 1800 	 20 	 28130 	 7132
24 	 8 	 2000 	 18870 	 1810 	 0 	 29090 	 -12030
25 	 8 	 2000 	 110561 	 2010 	 0 	 35060 	 73491
26 	 8 	 2000 	 120316 	 1920 	 0 	 28920 	 89476
27 	 8 	 2000 	 47131 	 1760 	 0 	 25840 	 19531
28 	 8 	 2000 	 119810 	 1590 	 0 	 29700 	 88520
29 	 8 	 2000 	 59719 	 1900 	 0 	 22900 	 34919
30 	 8 	 2000 	 260 	 1500 	 0 	 32330 	 -33570
31 	 8 	 2000 	 0 	 2700 	 0 	 33950 	 0
1 	 9 	 2000 	 0 	 570 	 0 	 19670 	 0
2 	 9 	 2000 	 0 	 2470 	 0 	 23630 	 0
3 	 9 	 2000 	 0 	 2550 	 0 	 20770 	 0
4 	 9 	 2000 	 0 	 1740 	 0 	 13500 	 0
5 	 9 	 2000 	 0 	 1740 	 0 	 17850 	 0
6 	 9 	 2000 	 0 	 1680 	 0 	 20000 	 0
7 	 9 	 2000 	 0 	 1480 	 0 	 22230 	 0
8 	 9 	 2000 	 0 	 1560 	 0 	 22810 	 0
9 	 9 	 2000 	 0 	 1590 	 0 	 29800 	 0
10 	 9 	 2000 	 0 	 1620 	 0 	 29030 	 0
11 	 9 	 2000 	 0 	 1570 	 0 	 26440 	 0
12 	 9 	 2000 	 0 	 1670 	 30 	 19190 	 0
13 	 9 	 2000 	 0 	 1680 	 0 	 24100 	 0
14 	 9 	 2000 	 0 	 1610 	 10 	 16620 	 0
15 	 9 	 2000 	 0 	 2680 	 0 	 11310 	 0
16 	 9 	 2000 	 0 	 2280 	 0 	 20120 	 0
17 	 9 	 2000 	 0 	 2140 	 0 	 23210 	 0
18 	 9 	 2000 	 0 	 2100 	 40 	 33650 	 0
19 	 9 	 2000 	 0 	 1970 	 0 	 19410 	 0
20 	 9 	 2000 	 0 	 2600 	 0 	 9810 	 0
21 	 9 	 2000 	 0 	 3140 	 0 	 10240 	 0
22 	 9 	 2000 	 0 	 5510 	 0 	 9480 	 0
23 	 9 	 2000 	 0 	 4350 	 0 	 7800 	 0
24 	 9 	 2000 	 0 	 3910 	 0 	 8790 	 0
25 	 9 	 2000 	 0 	 4910 	 0 	 10780 	 0
26 	 9 	 2000 	 0 	 4130 	 0 	 16930 	 0
27 	 9 	 2000 	 0 	 3690 	 10 	 12130 	 0
28 	 9 	 2000 	 0 	 3000 	 0 	 18780 	 0
29 	 9 	 2000 	 0 	 2000 	 0 	 27240 	 0
30 	 9 	 2000 	 0 	 1430 	 0 	 22900 	 0
1 	 10 	 2000 	 0 	 1740 	 0 	 20650 	 0
2 	 10 	 2000 	 0 	 2150 	 0 	 15330 	 0
3 	 10 	 2000 	 0 	 2280 	 0 	 13130 	 0
4 	 10 	 2000 	 0 	 2990 	 0 	 10650 	 0
5 	 10 	 2000 	 0 	 3180 	 0 	 6180 	 0
6 	 10 	 2000 	 0 	 3880 	 0 	 2990 	 0
10 	 10 	 2000 	 0 	 3510 	 10 	 0 	 0
12 	 10 	 2000 	 0 	 2380 	 0 	 11610 	 0
13 	 10 	 2000 	 0 	 2240 	 0 	 20500 	 0
14 	 10 	 2000 	 0 	 2430 	 0 	 19580 	 0
15 	 10 	 2000 	 0 	 2540 	 0 	 18170 	 0
16 	 10 	 2000 	 0 	 2460 	 350 	 19350 	 0
17 	 10 	 2000 	 0 	 2110 	 0 	 23320 	 0
18 	 10 	 2000 	 0 	 2260 	 0 	 12000 	 0
19 	 10 	 2000 	 0 	 2840 	 0 	 18430 	 0
20 	 10 	 2000 	 0 	 3230 	 0 	 13280 	 0
21 	 10 	 2000 	 0 	 3330 	 0 	 12170 	 0
22 	 10 	 2000 	 0 	 2210 	 0 	 13240 	 0
23 	 10 	 2000 	 0 	 2210 	 0 	 10200 	 0
24 	 10 	 2000 	 0 	 1810 	 0 	 10890 	 0
25 	 10 	 2000 	 128600 	 2010 	 0 	 10250 	 116340
26 	 10 	 2000 	 180441 	 1810 	 0 	 13550 	 165081
27 	 10 	 2000 	 180605 	 2310 	 0 	 9140 	 169155
28 	 10 	 2000 	 128071 	 2710 	 0 	 9980 	 115381
29 	 10 	 2000 	 169946 	 3090 	 0 	 13170 	 153686
30 	 10 	 2000 	 206772 	 2990 	 0 	 8580 	 195202
31 	 10 	 2000 	 170165 	 3000 	 0 	 8690 	 158475
1 	 11 	 2000 	 175413 	 1790 	 20 	 7730 	 165873
2 	 11 	 2000 	 162916 	 2360 	 0 	 9080 	 151476
3 	 11 	 2000 	 123522 	 2680 	 0 	 7840 	 113002
4 	 11 	 2000 	 143727 	 3400 	 0 	 8030 	 132297
5 	 11 	 2000 	 142101 	 3300 	 0 	 7310 	 131491
6 	 11 	 2000 	 160045 	 2260 	 0 	 7580 	 150205
7 	 11 	 2000 	 126716 	 2120 	 0 	 6870 	 117726
8 	 11 	 2000 	 187345 	 2790 	 0 	 2400 	 182155
9 	 11 	 2000 	 98814 	 3250 	 0 	 0 	 95564
10 	 11 	 2000 	 156995 	 2620 	 0 	 0 	 154375
11 	 11 	 2000 	 135308 	 3220 	 0 	 0 	 132088
12 	 11 	 2000 	 121924 	 1740 	 0 	 0 	 120184
13 	 11 	 2000 	 155823 	 2640 	 0 	 0 	 153183
14 	 11 	 2000 	 148422 	 3730 	 40 	 0 	 144652
15 	 11 	 2000 	 163235 	 3950 	 180 	 0 	 159105
16 	 11 	 2000 	 134065 	 2750 	 0 	 0 	 131315
17 	 11 	 2000 	 138303 	 3090 	 0 	 0 	 135213
18 	 11 	 2000 	 145813 	 3700 	 0 	 0 	 142113
19 	 11 	 2000 	 116032 	 3630 	 0 	 0 	 112402
20 	 11 	 2000 	 131250 	 4500 	 0 	 0 	 126750
21 	 11 	 2000 	 73114 	 4610 	 0 	 0 	 68504
22 	 11 	 2000 	 45652 	 4170 	 0 	 0 	 41482
23 	 11 	 2000 	 21630 	 2850 	 0 	 0 	 18780
24 	 11 	 2000 	 23048 	 3030 	 0 	 0 	 20018
25 	 11 	 2000 	 39889 	 2490 	 0 	 0 	 37399
26 	 11 	 2000 	 18305 	 2240 	 0 	 0 	 16065
27 	 11 	 2000 	 56650 	 3330 	 0 	 0 	 53320
28 	 11 	 2000 	 40504 	 3280 	 0 	 0 	 37224
1 	 12 	 2000 	 22302 	 2540 	 0 	 0 	 19762
2 	 12 	 2000 	 28512 	 2650 	 0 	 0 	 25862
3 	 12 	 2000 	 26405 	 2070 	 0 	 0 	 24335
4 	 12 	 2000 	 53846 	 2740 	 0 	 0 	 51106
5 	 12 	 2000 	 51922 	 6710 	 160 	 0 	 45052
6 	 12 	 2000 	 35881 	 5150 	 0 	 0 	 30731
7 	 12 	 2000 	 73105 	 4450 	 0 	 0 	 68655
8 	 12 	 2000 	 45274 	 4180 	 0 	 0 	 41094
9 	 12 	 2000 	 15811 	 3070 	 0 	 0 	 12741
10 	 12 	 2000 	 39154 	 4040 	 0 	 0 	 35114
11 	 12 	 2000 	 73463 	 6490 	 0 	 0 	 66973
12 	 12 	 2000 	 24159 	 7310 	 0 	 0 	 16849
13 	 12 	 2000 	 38524 	 6410 	 0 	 0 	 32114
14 	 12 	 2000 	 34064 	 5060 	 0 	 0 	 29004
15 	 12 	 2000 	 55134 	 3780 	 0 	 0 	 51354
16 	 12 	 2000 	 11782 	 3390 	 0 	 0 	 8392
17 	 12 	 2000 	 33701 	 3520 	 0 	 0 	 30181
18 	 12 	 2000 	 22401 	 4070 	 0 	 0 	 18331
19 	 12 	 2000 	 69239 	 4080 	 0 	 0 	 65159
20 	 12 	 2000 	 29110 	 3860 	 0 	 0 	 25250
21 	 12 	 2000 	 25878 	 5790 	 0 	 0 	 20088
22 	 12 	 2000 	 32866 	 6440 	 0 	 0 	 26426
23 	 12 	 2000 	 91180 	 5640 	 0 	 0 	 85540
24 	 12 	 2000 	 7268 	 5810 	 0 	 0 	 1458
25 	 12 	 2000 	 18031 	 5740 	 0 	 0 	 12291
26 	 12 	 2000 	 21768 	 3970 	 0 	 0 	 17798
27 	 12 	 2000 	 40189 	 4160 	 0 	 0 	 36029
28 	 12 	 2000 	 58552 	 4110 	 0 	 0 	 54442
29 	 12 	 2000 	 18998 	 4990 	 0 	 0 	 14008
30 	 12 	 2000 	 25845 	 3700 	 0 	 0 	 22145
31 	 12 	 2000 	 22895 	 3180 	 0 	 0 	 19715
